months,style,sku,size,pcs,rate,gross_amt
2021-06-01,J0202,J0202-TP-M,M,4.00,649.35,2416.00
2021-06-01,J0202,J0202-TP-L,L,4.00,649.35,2416.00
2021-06-01,J0202,J0202-TP-XL,XL,4.00,649.35,2416.00
2021-06-01,J0204,J0204-TP-M,M,4.00,746.85,2778.00
2021-06-01,J0204,J0204-TP-L,L,4.00,746.85,2778.00
2021-06-01,J0204,J0204-TP-XL,XL,4.00,746.85,2778.00
2021-06-01,J0213,J0213-TP-M,M,6.00,584.35,3261.00
2021-06-01,J0213,J0213-TP-L,L,6.00,584.35,3261.00
2021-06-01,J0213,J0213-TP-XL,XL,6.00,584.35,3261.00
2021-06-01,J0129,J0129-SET-M,M,4.00,1104.35,4108.00
2021-06-01,J0129,J0129-SET-L,L,4.00,1104.35,4108.00
2021-06-01,J0129,J0129-SET-XL,XL,4.00,1104.35,4108.00
2021-06-01,J0130,J0130-SET-M,M,4.00,974.35,3625.00
2021-06-01,J0130,J0130-SET-L.,L,4.00,974.35,3625.00
2021-06-01,J0130,J0130-SET-XL,XL,4.00,974.35,3625.00
2021-06-01,J0098,J0098-TP-M,M,6.00,519.35,2898.00
2021-06-01,J0098,J0098-TP-L,L,6.00,519.35,2898.00
2021-06-01,J0098,J0098-TP-XL,XL,6.00,519.35,2898.00
2021-06-01,JNE3405,JNE3405-KR-M,M,6.00,389.35,2173.00
2021-06-01,JNE3405,JNE3405-KR-L,L,6.00,389.35,2173.00
2021-06-01,JNE3405,JNE3405-KR-XL,XL,6.00,389.35,2173.00
2021-06-01,JNE2170,JNE2170-KR-436-M,M,6.00,551.85,3079.00
2021-06-01,JNE2170,JNE2170-KR-436-L,L,6.00,551.85,3079.00
2021-06-01,JNE2170,JNE2170-KR-436-XL,XL,6.00,551.85,3079.00
2021-06-01,JNE3609,JNE3609-KR-M,M,6.00,551.85,3079.00
2021-06-01,JNE3609,JNE3609-KR-L,L,6.00,551.85,3079.00
2021-06-01,JNE3609,JNE3609-KR-XL,XL,6.00,551.85,3079.00
2021-06-01,SET251,SET251-KR-PP-M,M,4.00,779.35,2899.00
2021-06-01,SET251,SET251-KR-PP-L,L,4.00,779.35,2899.00
2021-06-01,SET251,SET251-KR-PP-XL,XL,4.00,779.35,2899.00
2021-06-01,SET098,SET098-KR-PP-M,M,4.00,779.35,2899.00
2021-06-01,SET098,SET098-KR-PP-L,L,4.00,779.35,2899.00
2021-06-01,SET098,SET098-KR-PP-XL,XL,4.00,779.35,2899.00
2021-06-01,SET058,SET058-KR-NP-M,M,4.00,844.35,3141.00
2021-06-01,SET058,SET058-KR-NP-L,L,4.00,844.35,3141.00
2021-06-01,SET058,SET058-KR-NP-XL,XL,4.00,844.35,3141.00
2021-06-01,SET188,SET188-KR-NP-M,M,4.00,844.35,3141.00
2021-06-01,SET188,SET188-KR-NP-L,L,4.00,844.35,3141.00
2021-06-01,SET188,SET188-KR-NP-XL,XL,4.00,844.35,3141.00
2021-06-01,SET249,SET249-KR-NP-M,M,4.00,844.35,3141.00
2021-06-01,SET249,SET249-KR-NP-L,L,4.00,844.35,3141.00
2021-06-01,SET249,SET249-KR-NP-XL,XL,4.00,844.35,3141.00
2021-06-01,SET043,SET043-KR-NP-M,M,4.00,974.35,3625.00
2021-06-01,SET043,SET043-KR-NP-L,L,4.00,974.35,3625.00
2021-06-01,SET043,SET043-KR-NP-XL,XL,4.00,974.35,3625.00
2021-06-01,SET244,SET244-KR-NP-M,M,4.00,909.35,3383.00
2021-06-01,SET244,SET244-KR-NP-L,L,4.00,909.35,3383.00
2021-06-01,SET244,SET244-KR-NP-XL,XL,4.00,909.35,3383.00
2021-06-01,SET182,SET182-KR-DH-M,M,4.00,779.35,2899.00
2021-06-01,SET182,SET182-KR-DH-L,L,4.00,779.35,2899.00
2021-06-01,SET182,SET182-KR-DH-XL,XL,4.00,779.35,2899.00
2021-06-01,SET210,SET210-KR-PP-M,M,4.00,779.35,2899.00
2021-06-01,SET210,SET210-KR-PP-L,L,4.00,779.35,2899.00
2021-06-01,SET210,SET210-KR-PP-XL,XL,4.00,779.35,2899.00
2021-06-01,SET226,SET226-KR-PP-M,M,4.00,779.35,2899.00
2021-06-01,SET226,SET226-KR-PP-L,L,4.00,779.35,2899.00
2021-06-01,SET226,SET226-KR-PP-XL,XL,4.00,779.35,2899.00
2021-06-01,SET110,SET110-KR-PP-M,M,4.00,876.85,3262.00
2021-06-01,SET110,SET110-KR-PP-L,L,4.00,876.85,3262.00
2021-06-01,SET110,SET110-KR-PP-XL,XL,4.00,876.85,3262.00
2021-06-01,SET186,SET186-KR-DH-M,M,4.00,876.85,3262.00
2021-06-01,SET186,SET186-KR-DH-L,L,4.00,876.85,3262.00
2021-06-01,SET186,SET186-KR-DH-XL,XL,4.00,876.85,3262.00
2021-06-01,J0239,J0239-SKD-M,M,4.00,1364.35,5075.00
2021-06-01,J0239,J0239-SKD-L,L,4.00,1364.35,5075.00
2021-06-01,J0239,J0239-SKD-XL,XL,4.00,1364.35,5075.00
2021-06-01,J0241,J0241-SKD-M,M,4.00,1299.35,4834.00
2021-06-01,J0241,J0241-SKD-L,L,4.00,1299.35,4834.00
2021-06-01,J0241,J0241-SKD-XL,XL,4.00,1299.35,4834.00
2021-06-01,J0245,J0245-SKD-M,M,4.00,1169.35,4350.00
2021-06-01,J0245,J0245-SKD-L,L,4.00,1169.35,4350.00
2021-06-01,J0245,J0245-SKD-XL,XL,4.00,1169.35,4350.00
2021-06-01,J0284,J0284-SKD-M,M,4.00,1494.35,5559.00
2021-06-01,J0284,J0284-SKD-L,L,4.00,1494.35,5559.00
2021-06-01,J0284,J0284-SKD-XL,XL,4.00,1494.35,5559.00
2021-06-01,JNE3479,JNE3479-KR-M,M,6.00,389.35,2173.00
2021-06-01,JNE3479,JNE3479-KR-L,L,6.00,389.35,2173.00
2021-06-01,JNE3479,JNE3479-KR-XL,XL,6.00,389.35,2173.00
2021-06-01,JNE3576,JNE3576-KR-M,M,6.00,454.35,2535.00
2021-06-01,JNE3576,JNE3576-KR-L,L,6.00,454.35,2535.00
2021-06-01,JNE3576,JNE3576-KR-XL,XL,6.00,454.35,2535.00
2021-06-01,JNE3225,JNE3225-KR-M,M,6.00,486.85,2717.00
2021-06-01,JNE3225,JNE3225-KR-L,L,6.00,486.85,2717.00
2021-06-01,JNE3225,JNE3225-KR-XL,XL,6.00,486.85,2717.00
2021-06-01,JNE3523,JNE3523-KR-M,M,6.00,519.35,2898.00
2021-06-01,JNE3523,JNE3523-KR-L,L,6.00,519.35,2898.00
2021-06-01,JNE3523,JNE3523-KR-XL,XL,6.00,519.35,2898.00
2021-06-01,JNE3474,JNE3474-KR-M,M,6.00,486.85,2717.00
2021-06-01,JNE3474,JNE3474-KR-L,L,6.00,486.85,2717.00
2021-06-01,JNE3474,JNE3474-KR-XL,XL,6.00,486.85,2717.00
2021-06-01,JNE3288,JNE3288-KR-M,M,6.00,584.35,3261.00
2021-06-01,JNE3288,JNE3288-KR-L,L,6.00,584.35,3261.00
2021-06-01,JNE3288,JNE3288-KR-XL,XL,6.00,584.35,3261.00
2021-06-01,JNE3273,JNE3273-KR-XS,XS,3.00,649.35,1948.00
2021-06-01,JNE3273,JNE3273-KR-S,S,3.00,649.35,1948.00
2021-06-01,JNE3273,JNE3273-KR-M,M,3.00,649.35,1948.00
2021-06-01,JNE3273,JNE3273-KR-L,L,3.00,649.35,1948.00
2021-06-01,JNE3273,JNE3273-KR-XL,XL,2.00,649.35,1299.00
2021-06-01,JNE3273,JNE3273-KR-XXL,XXL,2.00,649.35,1299.00
2021-06-01,JNE3635,JNE3635-KR-XS,XS,3.00,519.35,1558.00
2021-06-01,JNE3635,JNE3635-KR-S,S,3.00,519.35,1558.00
2021-06-01,JNE3635,JNE3635-KR-M,M,3.00,519.35,1558.00
2021-06-01,JNE3635,JNE3635-KR-L,L,3.00,519.35,1558.00
2021-06-01,JNE3635,JNE3635-KR-XL,XL,2.00,519.35,1039.00
2021-06-01,JNE3635,JNE3635-KR-XXL,XXL,2.00,519.35,1039.00
2021-06-01,JNE3557,JNE3557-KR-S,S,3.00,486.85,1461.00
2021-06-01,JNE3557,JNE3557-KR-M,M,3.00,486.85,1461.00
2021-06-01,JNE3557,JNE3557-KR-L,L,3.00,486.85,1461.00
2021-06-01,JNE3557,JNE3557-KR-XL,XL,2.00,486.85,974.00
2021-06-01,JNE3557,JNE3557-KR-XXL,XXL,2.00,486.85,974.00
2021-06-01,JNE3566,JNE3566-KR-S,S,2.00,486.85,974.00
2021-06-01,JNE3555,JNE3555-KR-S.,S,3.00,486.85,1461.00
2021-06-01,J0243,J0243-DR-S,S,3.00,1039.35,3118.00
2021-06-01,J0243,J0243-DR-XL,XL,2.00,1039.35,2079.00
2021-06-01,J0243,J0243-DR-XXL,XXL,1.00,1039.35,1039.00
2021-06-01,J0185,J0185-DR-S,S,3.00,1104.35,3313.00
2021-06-01,JNE3554,JNE3554-KR-S,S,3.00,486.85,1461.00
2021-06-01,J0285,J0285-SKD-S,S,3.00,1494.35,4483.00
2021-06-01,J0285,J0285-SKD-M,M,3.00,1494.35,4483.00
2021-06-01,J0285,J0285-SKD-XL,XL,2.00,1494.35,2989.00
2021-06-01,J0285,J0285-SKD-XXL,XXL,2.00,1494.35,2989.00
2021-06-01,SET055,SET055-KR-NP-XS,XS,3.00,746.85,2241.00
2021-06-01,SET055,SET055-KR-NP-S,S,3.00,746.85,2241.00
2021-06-01,JNE3547,JNE3547-KR-S,S,3.00,486.85,1461.00
2021-06-01,JNE3547,JNE3547-KR-M,M,3.00,486.85,1461.00
2021-06-01,SET110,SET110-KR-PP-S,S,2.00,876.85,1754.00
2021-06-01,SET110,SET110-KR-PP-M,M,2.00,876.85,1754.00
2021-06-01,J0279,J0279-SET-S,S,3.00,1039.35,3118.00
2021-06-01,J0279,J0279-SET-M,M,3.00,1039.35,3118.00
2021-06-01,J0279,J0279-SET-L,L,3.00,1039.35,3118.00
2021-06-01,J0279,J0279-SET-XL,XL,2.00,1039.35,2079.00
2021-06-01,SET171,SET171-KR-NP-S,S,3.00,1169.35,3508.00
2021-06-01,SET171,SET171-KR-NP-M,M,3.00,1169.35,3508.00
2021-06-01,SET171,SET171-KR-NP-L,L,3.00,1169.35,3508.00
2021-06-01,SET171,SET171-KR-NP-XL,XL,2.00,1169.35,2339.00
2021-06-01,J0277,J0277-SKD-S,S,3.00,1494.35,4483.00
2021-06-01,J0277,J0277-SKD-M,M,3.00,1494.35,4483.00
2021-06-01,J0277,J0277-SKD-L,L,3.00,1494.35,4483.00
2021-06-01,J0282,J0282-SET-S,S,3.00,1039.35,3118.00
2021-06-01,J0282,J0282-SET-M,M,3.00,1039.35,3118.00
2021-06-01,J0282,J0282-SET-L,L,2.00,1039.35,2079.00
2021-06-01,J0282,J0282-SET-XL,XL,2.00,1039.35,2079.00
2021-06-01,J0284,J0284-SKD-S,S,3.00,1494.35,4483.00
2021-06-01,J0284,J0284-SKD-M,M,3.00,1494.35,4483.00
2021-06-01,J0284,J0284-SKD-L,L,3.00,1494.35,4483.00
2021-06-01,J0284,J0284-SKD-XL,XL,2.00,1494.35,2989.00
2021-06-01,J0088,J0088-TP-M,M,2.00,519.35,1039.00
2021-06-01,J0081,J0081-DR-XL,XL,2.00,844.35,1689.00
2021-06-01,J0084,J0084-TP-M,M,2.00,811.85,1624.00
2021-06-01,J0090,J0090-TP-M,M,2.00,714.35,1429.00
2021-06-01,J0118,J0118-TP-XL,XL,1.00,421.85,422.00
2021-06-01,JNE3686,JNE3686-TU-XL,XL,1.00,486.85,487.00
2021-06-01,JNE3688,JNE3688-TU-M,M,1.00,486.85,487.00
2021-06-01,JNE3635,JNE3635-KR-XXXL,XXXL,1.00,519.35,519.00
2021-06-01,SET171,SET171-KR-NP-XXL,XXL,1.00,1169.35,1169.00
2021-06-01,SET171,SET171-KR-NP-XXXL,XXXL,1.00,1169.35,1169.00
2021-06-01,J0283,J0283-SET-S,S,3.00,1039.35,3118.00
2021-06-01,J0283,J0283-SET-M,M,3.00,1039.35,3118.00
2021-06-01,J0283,J0283-SET-L,L,2.00,1039.35,2079.00
2021-06-01,J0283,J0283-SET-XL,XL,2.00,1039.35,2079.00
2021-06-01,J0283,J0283-SET-XXL,XXL,1.00,1039.35,1039.00
2021-06-01,J0277,J0277-SKD-XL,XL,1.00,1494.35,1494.00
2021-06-01,J0277,J0277-SKD-XXL,XXL,1.00,1494.35,1494.00
2021-06-01,J0277,J0277-SKD-XXXL,XXXL,1.00,1494.35,1494.00
2021-06-01,MEN5014,MEN5014-KR-S,S,5.00,649.00,3245.00
2021-06-01,MEN5014,MEN5014-KR-M,M,5.00,649.00,3245.00
2021-06-01,MEN5014,MEN5014-KR-L,L,2.00,649.00,1298.00
2021-06-01,MEN5014,MEN5014-KR-XL,XL,2.00,649.00,1298.00
2021-06-01,MEN5032,MEN5032-KR-S,S,2.00,649.00,1298.00
2021-06-01,MEN5032,MEN5032-KR-M,M,2.00,649.00,1298.00
2021-06-01,MEN5032,MEN5032-KR-L,L,2.00,649.00,1298.00
2021-06-01,MEN5032,MEN5032-KR-XL,XL,2.00,649.00,1298.00
2021-06-01,MEN5032,MEN5032-KR-XXL,XXL,2.00,649.00,1298.00
2021-06-01,MEN5021,MEN5021-KR-M,M,15.00,649.00,9735.00
2021-06-01,MEN5021,MEN5021-KR-S,S,6.00,649.00,3894.00
2021-06-01,MEN5021,MEN5021-KR-XL,XL,7.00,649.00,4543.00
2021-06-01,MEN5021,MEN5021-KR-L,L,5.00,649.00,3245.00
2021-06-01,MEN5021,MEN5021-KR-XXL,XXL,2.00,649.00,1298.00
2021-06-01,SET195,SET195-KR-NP-L,L,1.00,877.00,877.00
2021-06-01,SET073,SET073-KR-SHA-M,M,1.00,844.00,844.00
2021-06-01,J0244,J0244-SKD-L,L,1.00,1234.00,1234.00
2021-06-01,J0244,J0244-SKD-XXL,XXL,1.00,1234.00,1234.00
2021-06-01,SET098,SET098-KR-PP-M,M,1.00,779.00,779.00
2021-06-01,SET182,SET182-KR-DH-M,M,1.00,779.00,779.00
2021-06-01,SET182,SET182-KR-DH-XL,XL,1.00,779.00,779.00
2021-06-01,J0177,J0177-KR-L,L,1.00,552.00,552.00
2021-06-01,J0177,J0177-KR-XXXL,XXXL,1.00,552.00,552.00
2021-06-01,JNE3365,JNE3365-KR-1052-M,M,1.00,422.00,422.00
2021-06-01,JNE3523,JNE3523-KR-M,M,1.00,519.00,519.00
2021-06-01,JNE3523,JNE3523-KR-L,L,1.00,519.00,519.00
2021-06-01,JNE3523,JNE3523-KR-XL,XL,1.00,519.00,519.00
2021-06-01,JNE3523,JNE3523-KR-XXL,XXL,1.00,519.00,519.00
2021-06-01,JNE3523,JNE3523-KR-XXXL,XXXL,1.00,519.00,519.00
2021-06-01,JNE3554,JNE3554-KR-XL,XL,1.00,487.00,487.00
2021-06-01,JNE3554,JNE3554-KR-XXL,XXL,1.00,487.00,487.00
2021-06-01,JNE3225,JNE3225-KR-M,M,1.00,487.00,487.00
2021-06-01,JNE3555,JNE3555-KR-L,L,1.00,487.00,487.00
2021-06-01,JNE3555,JNE3555-KR-XXL,XXL,1.00,487.00,487.00
2021-06-01,JNE3549,JNE3549-KR-L,L,1.00,454.00,454.00
2021-06-01,JNE3549,JNE3549-KR-XXL,XXL,1.00,454.00,454.00
2021-06-01,J0104,J0104-KR-L,L,1.00,584.00,584.00
2021-06-01,JNE3697,JNE3697-KR-M,M,1.00,454.00,454.00
2021-06-01,JNE3697,JNE3697-KR-XL,XL,1.00,454.00,454.00
2021-06-01,J0171,J0171-DR-M,M,1.00,617.00,580.00
2021-06-01,J0171,J0171-DR-L,L,2.00,617.00,1160.00
2021-06-01,J0171,J0171-DR-XL,XL,2.00,617.00,1160.00
2021-06-01,J0171,J0171-DR-XXL,XXL,1.00,617.00,580.00
2021-06-01,J0171,J0171-DR-XXXL,XXXL,2.00,617.00,1160.00
2021-06-01,J0138,J0138-KR-M,M,2.00,649.00,1220.00
2021-06-01,J0138,J0138-KR-L,L,3.00,649.00,1830.00
2021-06-01,J0138,J0138-KR-XL,XL,3.00,649.00,1830.00
2021-06-01,J0138,J0138-KR-XXL,XXL,2.00,649.00,1220.00
2021-06-01,J0138,J0138-KR-XXXL,XXXL,2.00,649.00,1220.00
2021-06-01,J0148,J0148-SET-L,L,2.00,877.00,1649.00
2021-06-01,J0148,J0148-SET-XL,XL,2.00,877.00,1649.00
2021-06-01,J0148,J0148-SET-XXL,XXL,1.00,877.00,824.00
2021-06-01,J0148,J0148-SET-XXXL,XXXL,2.00,877.00,1649.00
2021-06-01,J0341,J0341-DR-M,M,2.00,747.00,1404.00
2021-06-01,J0341,J0341-DR-L,L,2.00,747.00,1404.00
2021-06-01,J0341,J0341-DR-XL,XL,3.00,747.00,2107.00
2021-06-01,J0341,J0341-DR-XXL,XXL,1.00,747.00,702.00
2021-06-01,J0335,J0335-DR-M,M,2.00,812.00,1527.00
2021-06-01,J0335,J0335-DR-L,L,2.00,812.00,1527.00
2021-06-01,J0335,J0335-DR-XL,XL,2.00,812.00,1527.00
2021-06-01,J0335,J0335-DR-XXL,XXL,1.00,812.00,763.00
2021-06-01,J0335,J0335-DR-XXXL,XXXL,1.00,812.00,763.00
2021-06-01,J0194,J0194-DR-L,L,3.00,974.00,2747.00
2021-06-01,J0194,J0194-DR-XL,XL,2.00,974.00,1831.00
2021-06-01,J0194,J0194-DR-XXL,XXL,2.00,974.00,1831.00
2021-06-01,J0194,J0194-DR-XXXL,XXXL,2.00,974.00,1831.00
2021-06-01,J0161,J0161-DR-XXL,XXL,1.00,714.00,671.00
2021-06-01,J0161,J0161-DR-XXXL,XXXL,1.00,714.00,671.00
2021-06-01,JNE3625,JNE3625-DR-M,M,2.00,649.00,1220.00
2021-06-01,JNE3625,JNE3625-DR-L,L,2.00,649.00,1220.00
2021-06-01,JNE3625,JNE3625-DR-XL,XL,2.00,649.00,1220.00
2021-06-01,JNE3625,JNE3625-DR-XXL,XXL,1.00,649.00,610.00
2021-06-01,J0081,J0081-DR-M,M,1.00,844.00,793.00
2021-06-01,J0081,J0081-DR-XL,XL,2.00,844.00,1587.00
2021-06-01,J0081,J0081-DR-XXL,XXL,1.00,844.00,793.00
2021-06-01,J0185,J0185-DR-M,M,1.00,1104.00,1038.00
2021-06-01,J0185,J0185-DR-L,L,2.00,1104.00,2076.00
2021-06-01,J0185,J0185-DR-XL,XL,1.00,1104.00,1038.00
2021-06-01,J0034,J0034-SET-L,L,2.00,1072.00,2015.00
2021-06-01,J0034,J0034-SET-XL,XL,2.00,1072.00,2015.00
2021-06-01,J0034,J0034-SET-XXL,XXL,1.00,1072.00,1008.00
2021-06-01,J0177,J0177-KR-M,M,2.00,552.00,1038.00
2021-06-01,J0177,J0177-KR-L,L,2.00,552.00,1038.00
2021-06-01,J0177,J0177-KR-XL,XL,3.00,552.00,1557.00
2021-06-01,J0177,J0177-KR-XXL,XXL,1.00,552.00,519.00
2021-06-01,J0177,J0177-KR-XXXL,XXXL,2.00,552.00,1038.00
2021-06-01,J0057,J0057-DR-M,M,6.00,667.00,3762.00
2021-06-01,J0057,J0057-DR-L,L,6.00,667.00,3762.00
2021-06-01,J0057,J0057-DR-XL,XL,6.00,667.00,3762.00
2021-06-01,J0057,J0057-DR-XXL,XXL,7.00,667.00,4389.00
2021-06-01,JNE3605,JNE3605-KR-M,M,2.00,454.00,854.00
2021-06-01,JNE3605,JNE3605-KR-L,L,3.00,454.00,1280.00
2021-06-01,JNE3605,JNE3605-KR-XL,XL,3.00,454.00,1280.00
2021-06-01,JNE3605,JNE3605-KR-XXL,XXL,2.00,454.00,854.00
2021-06-01,JNE3605,JNE3605-KR-XXXL,XXXL,2.00,454.00,854.00
2021-06-01,J0186,J0186-SET-M,M,2.00,1299.00,2442.00
2021-06-01,J0186,J0186-SET-L,L,2.00,1299.00,2442.00
2021-06-01,J0186,J0186-SET-XL,XL,2.00,1299.00,2442.00
2021-06-01,J0186,J0186-SET-XXL,XXL,1.00,1299.00,1221.00
2021-06-01,J0186,J0186-SET-XXXL,XXXL,1.00,1299.00,1221.00
2021-06-01,JNE3640,JNE3640-TP-M,M,4.00,454.00,1707.00
2021-06-01,JNE3640,JNE3640-TP-L,L,8.00,454.00,3414.00
2021-06-01,JNE3640,JNE3640-TP-XL,XL,8.00,454.00,3414.00
2021-06-01,JNE3640,JNE3640-TP-XXL,XXL,4.00,454.00,1707.00
2021-06-01,JNE3683,JNE3683-TU-M,M,3.00,454.00,1280.00
2021-06-01,JNE3683,JNE3683-TU-L,L,4.00,454.00,1707.00
2021-06-01,JNE3683,JNE3683-TU-XL,XL,3.00,454.00,1280.00
2021-06-01,JNE3683,JNE3683-TU-XXL,XXL,2.00,454.00,854.00
2021-06-01,JNE3683,JNE3683-TU-XXXL,XXXL,2.00,454.00,854.00
2021-06-01,JNE3686,JNE3686-TU-M,M,3.00,487.00,1373.00
2021-06-01,JNE3686,JNE3686-TU-L,L,4.00,487.00,1831.00
2021-06-01,JNE3686,JNE3686-TU-XL,XL,3.00,487.00,1373.00
2021-06-01,JNE3686,JNE3686-TU-XXL,XXL,2.00,487.00,916.00
2021-06-01,JNE3686,JNE3686-TU-XXXL,XXXL,2.00,487.00,916.00
2021-06-01,JNE3680,JNE3680-TU-M,M,2.00,454.00,854.00
2021-06-01,JNE3680,JNE3680-TU-L,L,3.00,454.00,1280.00
2021-06-01,JNE3680,JNE3680-TU-XL,XL,2.00,454.00,854.00
2021-06-01,JNE3680,JNE3680-TU-XXL,XXL,1.00,454.00,427.00
2021-06-01,J0048,J0048-TP-M,M,2.00,456.00,857.00
2021-06-01,J0048,J0048-TP-L,L,2.00,456.00,857.00
2021-06-01,J0048,J0048-TP-XL,XL,1.00,456.00,429.00
2021-06-01,JNE3672,JNE3672-TU-XL,XL,4.00,487.00,1831.00
2021-06-01,JNE3672,JNE3672-TU-XXL,XXL,2.00,487.00,916.00
2021-06-01,JNE3672,JNE3672-TU-XXXL,XXXL,2.00,487.00,916.00
2021-06-01,JNE3662,JNE3662-TP-M,M,2.00,519.00,976.00
2021-06-01,JNE3662,JNE3662-TP-L,L,2.00,519.00,976.00
2021-06-01,JNE3662,JNE3662-TP-XL,XL,1.00,519.00,488.00
2021-06-01,JNE3674,JNE3674-TU-M,M,3.00,487.00,1373.00
2021-06-01,JNE3674,JNE3674-TU-L,L,5.00,487.00,2289.00
2021-06-01,JNE3674,JNE3674-TU-XL,XL,4.00,487.00,1831.00
2021-06-01,JNE3674,JNE3674-TU-XXL,XXL,3.00,487.00,1373.00
2021-06-01,JNE3674,JNE3674-TU-XXXL,XXXL,3.00,487.00,1373.00
2021-06-01,JNE3673,JNE3673-TU-M,M,2.00,519.00,976.00
2021-06-01,JNE3673,JNE3673-TU-L,L,3.00,519.00,1464.00
2021-06-01,JNE3673,JNE3673-TU-XL,XL,2.00,519.00,976.00
2021-06-01,JNE3673,JNE3673-TU-XXL,XXL,1.00,519.00,488.00
2021-06-01,SET272,SET272-KR-PP-L,L,1.00,844.00,793.00
2021-06-01,SET272,SET272-KR-PP-XL,XL,2.00,844.00,1587.00
2021-06-01,SET272,SET272-KR-PP-XXL,XXL,2.00,844.00,1587.00
2021-06-01,JNE3639,JNE3639-TP-XXL,XXL,4.00,454.00,1707.00
2021-06-01,JNE3639,JNE3639-TP-S,S,2.00,454.00,854.00
2021-07-01,J0098,J0098-TP-XXL,XXL,3.00,519.00,1557.00
2021-07-01,J0084,J0084-TP-XXL,XXL,1.00,812.00,812.00
2021-07-01,J0115,J0115-TP-XXL,XXL,1.00,519.00,519.00
2021-07-01,J0196,J0196-TP-XXL,XXL,1.00,519.00,519.00
2021-07-01,JNE3669,JNE3669-TU-XXL,XXL,1.00,487.00,487.00
2021-07-01,JNE3672,JNE3672-TU-XXL,XXL,1.00,487.00,487.00
2021-07-01,JNE3678,JNE3678-TU-XXL,XXL,1.00,422.00,422.00
2021-07-01,J0202,J0202-TP-XXL,XXL,1.00,649.00,649.00
2021-07-01,J0214,J0214-TP-XXL,XXL,1.00,649.00,649.00
2021-07-01,JNE3686,JNE3686-TU-XXL,XXL,1.00,487.00,487.00
2021-07-01,NW009,NW009-ST-CP-M,M,1.00,812.00,812.00
2021-07-01,J0201,J0201-TP-XXL,XXL,2.00,584.00,1168.00
2021-07-01,J0210,J0210-DR-S,S,1.00,877.00,877.00
2021-07-01,J0210,J0210-DR-M,M,1.00,877.00,877.00
2021-07-01,J0210,J0210-DR-L,L,1.00,877.00,877.00
2021-07-01,J0210,J0210-DR-XL1J0210-DR-XL,XL,1.00,877.00,877.00
2021-07-01,J0210,J0210-DR-XXL,XXL,1.00,877.00,877.00
2021-07-01,J0211,J0211-DR-S,S,1.00,779.00,779.00
2021-07-01,J0211,J0211-DR-M,M,1.00,779.00,779.00
2021-07-01,J0211,J0211-DR-L,L,1.00,779.00,779.00
2021-07-01,J0211,J0211-DR-XL,XL,1.00,779.00,779.00
2021-07-01,J0211,J0211-DR-XXL,XXL,1.00,779.00,779.00
2021-07-01,J0353,J0353-KR-S,S,1.00,617.00,617.00
2021-07-01,J0353,J0353-KR-M,M,1.00,617.00,617.00
2021-07-01,J0353,J0353-KR-L,L,1.00,617.00,617.00
2021-07-01,J0353,J0353-KR-XL,XL,1.00,617.00,617.00
2021-07-01,J0353,J0353-KR-XXL,XXL,1.00,617.00,617.00
2021-07-01,J0212,J0212-DR-S,S,1.00,747.00,747.00
2021-07-01,J0212,J0212-DR-M,M,1.00,747.00,747.00
2021-07-01,J0212,J0212-DR-L,L,1.00,747.00,747.00
2021-07-01,J0212,J0212-DR-XL,XL,1.00,747.00,747.00
2021-07-01,J0212,J0212-DR-XXL,XXL,1.00,747.00,747.00
2021-07-01,JNE2170,JNE2170-KR-436-S,S,1.00,552.00,552.00
2021-07-01,JNE2170,JNE2170-KR-436-M,M,1.00,552.00,552.00
2021-07-01,JNE2170,JNE2170-KR-436-L,L,1.00,552.00,552.00
2021-07-01,JNE2170,JNE2170-KR-436-XL,XL,1.00,552.00,552.00
2021-07-01,JNE2170,JNE2170-KR-436-XXL,XXL,1.00,552.00,552.00
2021-07-01,J0236,J0236-SKD-S,S,1.00,1299.00,1299.00
2021-07-01,J0236,J0236-SKD-M,M,1.00,1299.00,1299.00
2021-07-01,J0236,J0236-SKD-L,L,1.00,1299.00,1299.00
2021-07-01,J0236,J0236-SKD-XL,XL,1.00,1299.00,1299.00
2021-07-01,J0236,J0236-SKD-XXL,XXL,1.00,1299.00,1299.00
2021-07-01,J0004,J0004-SKD-S,S,1.00,1234.00,1234.00
2021-07-01,J0004,J0004-SKD-M,M,1.00,1234.00,1234.00
2021-07-01,J0004,J0004-SKD-L,L,1.00,1234.00,1234.00
2021-07-01,J0004,J0004-SKD-XL,XL,1.00,1234.00,1234.00
2021-07-01,J0004,J0004-SKD-XXL,XXL,1.00,1234.00,1234.00
2021-07-01,J0011,J0011-LCD-S,S,1.00,1234.00,1234.00
2021-07-01,J0011,J0011-LCD-M,M,1.00,1234.00,1234.00
2021-07-01,J0011,J0011-LCD-L,L,1.00,1234.00,1234.00
2021-07-01,J0011,J0011-LCD-XL,XL,1.00,1234.00,1234.00
2021-07-01,J0011,J0011-LCD-XXL,XXL,1.00,1234.00,1234.00
2021-07-01,SET243,SET243-KR-PP-S,S,1.00,649.00,649.00
2021-07-01,SET243,SET243-KR-PP-M,M,1.00,649.00,649.00
2021-07-01,SET243,SET243-KR-PP-L,L,1.00,649.00,649.00
2021-07-01,SET243,SET243-KR-PP-XL,XL,1.00,649.00,649.00
2021-07-01,SET243,SET243-KR-PP-XXL,XXL,1.00,649.00,649.00
